92140,,3435,,5376,,7,,64,,3,,7,,,,
91330,,2702,,7931,,2,,34,,0,,2,,,,
90263,,1612,,7135,,0,,23,,0,,0,,,,
95211,,1545,,10208,,5,,15,,3,,5,,,,
95226,,84,,15,,43,,565,,15,,34,,,,
95431,,631,,8311,,0,,8,,0,,0,,,,
92135,,571,,1194,,0,,48,,0,,0,,,,
92147,,559,,5796,,1,,10,,0,,1,,,,
95335,,541,,13,,1225,,346200,,4210,,10,,273,,32951
95925,,295,,9,,163,,3331,,207,,111,,,,
95571,,271,,359,,137,,76,,2,,128,,,,
95514,,254,,3,,136,,252500,,8670,,22,,107,,20625
92266,,234,,1,,293,,32595,,68,,119,,,,
93524,,229,,112,,0,,205,,0,,0,,,,
92060,,218,,3,,217,,6962,,207,,116,,,,
96126,,215,,2,,156,,8871,,100,,101,,,,
93220,,211,,8,,69,,2637,,0,,66,,,,
92134,,198,,1069,,13,,19,,0,,13,,,,
95463,,169,,15,,134,,1128,,0,,93,,,,
91980,,165,,46,,49,,358,,0,,41,,,,
94576,,164,,444,,84,,37,,0,,70,,40104,,
95646,,158,,41,,729,,384,,95,,72,,,,
95680,,146,,73,,48,,201,,5,,46,,,,
95978,,143,,23,,71,,633,,0,,55,,,,
92267,,126,,8,,144,,1630,,114,,64,,,,
93627,,123,,3,,29,,3566,,0,,28,,,,
96108,,122,,1,,96,,19803,,149,,57,,,,
95984,,120,,4,,91,,3318,,0,,61,,,,
90822,,117,,720,,4,,16,,0,,2,,,,
95435,,82,,532,,26,,15,,0,,24,,,,
95325,,81,,2,,42,,4071,,5,,33,,,,
95013,,80,,52,,32,,153,,0,,29,,,,
91948,,78,,4,,215,,1984,,6,,44,,,,
95250,,78,,7,,61,,1064,,0,,39,,,,
95604,,75,,187,,117,,40,,0,,34,,,,
95234,,70,,2,,34,,3359,,212,,21,,,,
94128,,69,,20,,0,,352,,1,,0,,,,
92332,,65,,0,,93,,89475,,0,,36,,,,
93592,,64,,0,,44,,15014,,807,,30,,,,
93262,,63,,1,,33,,8959,,32,,2,,,,
93042,,56,,2,,1,,2264,,339,,0,,,,
95679,,55,,1,,36,,4590,,27,,27,,,,
95364,,53,,0,,539,,27197,,441,,21,,,,
94972,,52,,4,,28,,1157,,114,,21,,,,
96123,,48,,0,,40,,20445,,254,,20,,,,
95944,,46,,1,,40,,5051,,12,,27,,,,
95430,,44,,185,,32,,24,,0,,20,,,,
93064,,40,,7,,18,,567,,0,,12,,,,
95721,,37,,3,,505,,1253,,69,,25,,,,
93634,,33,,0,,622,,118471,,2273,,12,,,,
95724,,27,,23,,47,,120,,0,,7,,,,
93633,,25,,1,,256,,2096,,0,,15,,,,
90071,,15,,122,,0,,12,,0,,0,,,,
92338,,12,,0,,5,,24133,,0,,5,,,,
95974,,8,,1,,3,,840,,0,,3,,,,
96155,,8,,0,,88,,3704,,3,,4,,,,
93943,,6,,35,,5,,17,,0,,3,,,,
90099,, -118.245<b,,0,,na,,0,,0,,0,,0,,
90506,,0,,na,,0,,0,,0,,0,,,,
90747,,0,,na,,0,,0,,0,,0,,,,
90831,,0,,na,,0,,0,,0,,0,,,,
90095,,3,,8,,2,,40,,0,,2,,,,
92055,,15655,,159,,388,,9847,,0,,366,,60313,,
92310,,8845,,2871,,2487,,308,,0,,2371,,49778,,
92278,,3846,,4804,,141,,80,,0,,136,,66875,,
94535,,3793,,995,,1238,,381,,1,,826,,50970,,
93437,,3338,,86,,1035,,3880,,11,,858,,65142,,
90089,,3217,,11218,,31,,29,,0,,31,,11750,,
94129,,3183,,1381,,1132,,230,,1,,1086,,143320,,
94720,,2964,,4761,,105,,62,,0,,100,,23304,,
94130,,2880,,3196,,786,,90,,0,,656,,37500,,
95903,,1732,,119,,843,,1451,,1,,382,,40000,,
95652,,739,,196,,223,,377,,0,,191,,29583,,
93529,,633,,21,,825,,3062,,264,,291,,39760,,
95471,,522,,362,,434,,144,,0,,284,,39299,,
93928,,506,,26,,82,,1910,,2,,67,,80707,,
95397,, -118.7<,,327,,9,,403,,3588,,13,,132,,58977
95736,,240,,957,,85,,25,,0,,77,,43375,,
95443,,233,,56,,222,,419,,1,,126,,31848,,
95606,,196,,5,,87,,3632,,0,,78,,178295,,
95559,,182,,10,,110,,1805,,4,,98,,23059,,
95625,,155,,134,,69,,115,,0,,64,,75114,,
96133,,110,,9,,64,,1271,,130,,42,,28257,,
93519,,101,,1,,86,,7874,,55,,50,,22083,,
96049,,95,,6,,63,,1584,,7,,47,,12054,,
93623,,69,,2,,170,,3082,,1,,37,,23269,,
95915,,44,,2,,55,,2256,,2,,26,,10625,,
92384,,36,,0,,37,,14002,,0,,21,,54750,,
94541,,61635,,8296,,21989,,330800,,743,,2,,20609,,56656
91605,,56343,,10312,,16199,,339100,,546,,1,,15357,,43301
95616,,47032,,1707,,17982,,538200,,2756,,2,,17229,,44741
92886,,46564,,3162,,16255,,663000,,1473,,3,,15722,,108008
91711,,35705,,2379,,12431,,530400,,1501,,14,,11868,,88240
92821,,35533,,3372,,13551,,510000,,1054,,2,,13062,,78077
90049,,35482,,2362,,18097,,1000001,,1502,,0,,16657,,110854
93405,,35440,,404,,9346,,564100,,8775,,18,,8647,,40697
94590,,35420,,5959,,15729,,181700,,594,,97,,13851,,41819
92065,,35414,,214,,12708,,383500,,16517,,45,,11870,,76273
95476,,35394,,316,,16559,,494800,,11199,,82,,14739,,58785
93612,,35351,,5344,,14584,,159800,,661,,0,,13612,,39801
90277,,35293,,9850,,18062,,838600,,358,,135,,16910,,97158
90621,,35153,,8487,,10803,,394900,,414,,2,,10304,,54126
90266,,35135,,8926,,14929,,1000001,,394,,73,,14038,,139259
92139,,35125,,9686,,10629,,273400,,363,,0,,10216,,58079
92508,,35000,,3262,,10351,,319100,,1073,,0,,9945,,100243
93657,,34999,,164,,11444,,182600,,21308,,477,,10302,,47781
91941,,31779,,3942,,12856,,489200,,806,,1,,12327,,69678
95358,,31668,,263,,9228,,149600,,12033,,200,,8542,,48183
94588,,30842,,945,,11263,,641600,,3264,,0,,10935,,119849
95966,,30643,,166,,13148,,158300,,18406,,876,,11789,,42555
95117,,30067,,11693,,11263,,623800,,257,,0,,10863,,63465
94545,,29707,,1379,,9477,,339100,,2154,,279,,9037,,69488
93410,,0,,na,,0,,0,,0,,0,,,,
93035,,27732,,6748,,11848,,389400,,411,,80,,9909,,80538
91324,,27669,,6301,,10020,,454800,,439,,2,,9289,,58663
95409,,27187,,708,,12983,,430500,,3837,,26,,12147,,66567
94107,,26599,,14845,,15141,,719700,,179,,9,,13736,,114439
91914,,15448,,2455,,4572,,461300,,629,,9,,4331,,103393
92251,,21583,,108,,5572,,177000,,19954,,2,,5123,,71574
94030,,21536,,6359,,8374,,901700,,339,,1,,7995,,88451
90732,,21115,,6143,,9250,,483600,,344,,37,,8611,,80172
91501,,20849,,5255,,8686,,599100,,397,,1,,8235,,56740
95620,,20553,,85,,7048,,287700,,24076,,291,,6590,,71261
92887,,20006,,2226,,6926,,689200,,899,,56,,6699,,125265
90814,,19131,,14122,,9808,,612400,,135,,0,,9170,,55415
92585,,17797,,877,,5944,,195900,,2030,,0,,5424,,61782
93514,,13857,,12,,6663,,283700,,111576,,467,,5898,,51218
94108,,13768,,50983,,8843,,856900,,27,,0,,7628,,35427
93543,,13033,,220,,3986,,155800,,5936,,18,,3560,,56279
95030,,12791,,1225,,5711,,1000001,,1044,,0,,5254,,151538
93636,,11908,,61,,4186,,261100,,19560,,113,,3974,,74538
95640,,11353,,98,,3189,,233100,,11541,,632,,2811,,58309
95451,,11213,,117,,5911,,230300,,9618,,540,,4463,,47603
93234,,6987,,87,,1693,,120400,,8016,,0,,1601,,23238
94028,,6534,,429,,2744,,1000001,,1524,,11,,2567,,161205
93428,,6314,,82,,4196,,651200,,7699,,196,,2880,,59813
93609,,5640,,92,,1584,,233000,,6149,,0,,1466,,47361
94964,,5094,,13067,,115,,39,,0,,99,,,,
92590,,3660,,68,,1464,,724800,,5345,,3,,1325,,42516
93242,,3468,,84,,1058,,171500,,4107,,0,,1001,,41325
95684,,3422,,24,,1786,,247400,,14540,,6,,1437,,53148
96025,,2310,,25,,1502,,167100,,9171,,31,,1070,,32000
95372,,1963,,733,,848,,246600,,268,,1,,766,,71250
92676,,1945,,29,,861,,460000,,6634,,73,,795,,97717
96118,,1627,,8,,812,,146600,,20285,,31,,673,,42264
95415,,1592,,29,,629,,383800,,5528,,0,,553,,35871
92275,,1506,,24,,986,,95100,,6238,,10100,,559,,19854
94514,,1360,,47,,468,,367600,,2871,,18,,427,,50199
93608,,1114,,10,,302,,126400,,10898,,34,,263,,30523
91916,,1622,,41,,793,,254700,,3978,,0,,656,,53843
93526,,719,,5,,473,,179200,,13692,,34,,331,,58958
94613,,715,,2820,,5,,25,,0,,5,,,,
95922,,687,,11,,412,,120500,,6277,,424,,321,,24700
95043,,639,,1,,366,,366700,,85855,,108,,275,,65341
90073,,539,,1591,,4,,34,,0,,4,,,,
93043,,333,,691,,17,,48,,0,,17,,,,
95075,,331,,4,,122,,317900,,9301,,15,,114,,52500
91210,,328,,7452,,309,,4,,0,,178,,90714,,
96124,,326,,6,,273,,341700,,5769,,3,,157,,30893
95305,,245,,17,,133,,1426,,56,,108,,,,
95986,,162,,20,,121,,821,,0,,79,,,,
93276,,161,,235,,73,,66300,,69,,0,,55,,46250
91046,,156,,15591,,118,,1,,0,,114,,18380,,
96071,,125,,2,,212,,143800,,8017,,13,,67,,38516
94573,,94,,94,,53,,100,,0,,40,,61103,,
95930,,69,,4,,52,,1676,,17,,37,,,,
93522,,48,,1,,49,,4620,,4,,31,,,,
